Optimum Control ID,OC Description,SalesGroup,Combined Label,Red,Yellow,Green,GHG Emission (g),N lost (g),Land Use (m^2),Freshwater Withdrawals (L),Stress-Weighted Water Use (L),GHG Emission (g) / 100g,N lost (g) / 100g,Freshwater Withdrawals (L) / 100g,Stress-Weighted Water Use (L) / 100g,Land Use (m^2) / 100g
R-55492,G&G|Choc Cheese Cake|Uncle Ed,GV - GRAB & GO,Red,True,False,False,894.9769017,7.072736905,1.802946552,106.78,5416.93,498.67,3.94,59.5,3018.26,1
R-66126,G&G|Choc Rice Pudding|Uncle Ed,GV - GRAB & GO,Yellow,False,True,False,711.630125,1.759875,2.5507125,62.99,1427.82,284.65,0.7,25.2,571.13,1.02
R-65777,G&G|Choco Nut Bark|Uncle ED,GV - DESSERT,Red,True,False,False,997.1660526,0.301282895,6.492315789,9.53,531.3,664.78,0.2,6.35,354.2,4.33
R-55974,G&G|Chocolate Parfait|Pudding,GV - GRAB & GO,Red,True,False,False,1333.238777,12.01082401,1.402815329,139.06,7297.75,740.69,6.67,77.26,4054.31,0.78
R-56389,G&G|Choriza Penne|Packaged,GV - GRAB & GO,Red,True,False,False,1883.951725,23.62252064,3.699189709,343.75,11794.19,315.68,3.96,57.6,1976.25,0.62
R-65792,G&G|Chorizo Lasagna|pkg,GV - FLEX BC,Red,True,False,False,1493.03734,17.3751492,2.677601786,257.16,10247.25,492.75,5.73,84.87,3381.93,0.88
R-54632,G&G|Cinnamon Bun|Mini (4),GV - GRAB & GO,Yellow,False,True,False,6.09,0.0592,0.01956,1.68,51.29,152.25,1.48,42,1282.25,0.49
R-54462,G&G|Cinnamon Bun|Mini (6),GV - GRAB & GO,Yellow,False,True,False,9.135,0.0888,0.02934,2.52,76.93,152.25,1.48,42,1282.17,0.49
R-42268,G&G|Coconut Cluster|Cranberry,GV - GRAB & GO,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-42269,G&G|Coconut Cluster|Dark Choco,GV - GRAB & GO,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-46995,G&G|Coconut Cluster|Pumpkin,GV - GRAB & GO,Green,False,False,True,1.6414,0.0,0.00239,0.01,0.07,164.14,0,1,7,0.24
R-42270,G&G|Coconut Cluster|Super Seed,GV - GRAB & GO,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-53835,G&G|Cornbread|Ed,GV - BAKERY,Yellow,False,True,False,294.8924755,2.616590482,0.416290234,29.6,1218.86,293.46,2.6,29.46,1212.93,0.41
R-47288,G&G|Croissant|Almond,GV - GRAB & GO,Yellow,False,True,False,1.5225,0.0148,0.00489,0.42,12.82,152.25,1.48,42,1282,0.49
R-45803,G&G|Croissant|Cheese,GV - GRAB & GO,Yellow,False,True,False,1.5225,0.0148,0.00489,0.42,12.82,152.25,1.48,42,1282,0.49
R-13161,G&G|Croissant|Chocolate,GV - GRAB & GO,Yellow,False,True,False,1.5225,0.0148,0.00489,0.42,12.82,152.25,1.48,42,1282,0.49
R-54319,G&G|Croissant|Chocolate|Mini 6,GV - GRAB & GO,Yellow,False,True,False,9.135,0.0888,0.02934,2.52,76.93,152.25,1.48,42,1282.17,0.49
R-32328,G&G|Croissant|Ham & Cheese,GV - GRAB & GO,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-30945,G&G|Croissant|Multigrain,GV - GRAB & GO,Yellow,False,True,False,1.5225,0.0148,0.00489,0.42,12.82,152.25,1.48,42,1282,0.49
R-13160,G&G|Croissant|Plain,GV - GRAB & GO,Yellow,False,True,False,118.7550261,1.154400254,0.381420084,32.7,1000.09,152.25,1.48,41.92,1282.17,0.49
R-45798,G&G|Croissant|Spinach Pepper ,GV - GRAB & GO,Yellow,False,True,False,1.5225,0.0148,0.00489,0.42,12.82,152.25,1.48,42,1282,0.49
R-56316,G&G|Crudite & Hummus|PV Made,GV - GRAB & GO,Green,False,False,True,136.7877182,1.93403915,0.210392369,19.25,925.75,45.6,0.64,6.42,308.58,0.07
R-49558,G&G|Cup|Almond Unsalted,GV - GRAB & GO,Red,True,False,False,514.248,1.464,0.8304,218.8,15523.72,217.36,0.62,92.48,6561.5,0.35
R-48502,G&G|Cup|Banana Chips,GV - GRAB & GO,Green,False,False,True,49.805,0.189,0.1351,0.07,2.19,21.05,0.08,0.03,0.93,0.06
R-47325,G&G|Cup|Bob's|Oats Apple ,GV - GRAB & GO,Yellow,False,True,False,2.3017,0.00675,0.00694,0.67,24.46,230.17,0.68,67,2446,0.69
R-47112,G&G|Cup|Bob's|Oats Blueberry,GV - GRAB & GO,Yellow,False,True,False,2.3017,0.00675,0.00694,0.67,24.46,230.17,0.68,67,2446,0.69
R-47285,G&G|Cup|Bob's|Oats Classic,GV - GRAB & GO,Yellow,False,True,False,2.3017,0.00675,0.00694,0.67,24.46,230.17,0.68,67,2446,0.69
R-47111,G&G|Cup|Bob's|Oats Maple,GV - GRAB & GO,Yellow,False,True,False,2.3017,0.00675,0.00694,0.67,24.46,230.17,0.68,67,2446,0.69
R-52647,G&G|Cup|Cereal|Asst,GV - GRAB & GO,Green,False,False,True,1.4785,0.0059,0.00454,0.68,10.56,147.85,0.59,68,1056,0.45
R-39831,G&G|Cup|Cereal|Corn Pops,GV - GRAB & GO,Green,False,False,True,1.4785,0.0059,0.00454,0.68,10.56,147.85,0.59,68,1056,0.45
R-42300,G&G|Cup|Cereal|Frosted Flakes,GV - GRAB & GO,Green,False,False,True,1.4785,0.0059,0.00454,0.68,10.56,147.85,0.59,68,1056,0.45
R-39840,G&G|Cup|Cereal|Fruit Loops,GV - GRAB & GO,Green,False,False,True,1.4785,0.0059,0.00454,0.68,10.56,147.85,0.59,68,1056,0.45
R-39830,G&G|Cup|Cereal|Rice Krispies,GV - GRAB & GO,Green,False,False,True,1.4785,0.0059,0.00454,0.68,10.56,147.85,0.59,68,1056,0.45
R-39829,G&G|Cup|Cereal|Special K,GV - GRAB & GO,Green,False,False,True,1.4785,0.0059,0.00454,0.68,10.56,147.85,0.59,68,1056,0.45
R-48501,G&G|Cup|Chocolate Almond Bark,GV - GRAB & GO,Red,True,False,False,535.675,1.525,0.865,227.91,16170.54,226.42,0.64,96.33,6834.89,0.37
R-49419,G&G|Cup|Chocolate Raisins,GV - GRAB & GO,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-48467,G&G|Cup|Fruit Loop Medley,GV - GRAB & GO,Green,False,False,True,251.345,1.003,0.7718,115.1,1795.76,106.24,0.42,48.65,759.02,0.33
R-56030,G&G|Cup|Fruit|Dole Mango,GV - GRAB & GO,Green,False,False,True,0.4306,0.0027,0.00071,0.0,0.0,43.06,0.27,0,0,0.07
R-48470,G&G|Cup|Mango Slice Dried,GV - GRAB & GO,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-39833,G&G|Cup|Oats GF|Blueberry,GV - GRAB & GO,Yellow,False,True,False,2.3017,0.00675,0.00694,0.67,24.46,230.17,0.68,67,2446,0.69
R-41891,G&G|Cup|Oats GF|Cranberry ,GV - GRAB & GO,Yellow,False,True,False,2.3017,0.00675,0.00694,0.67,24.46,230.17,0.68,67,2446,0.69
R-41892,G&G|Cup|Oats GF|Flax ,GV - GRAB & GO,Yellow,False,True,False,2.3017,0.00675,0.00694,0.67,24.46,230.17,0.68,67,2446,0.69
R-39837,G&G|Cup|Oats GF|Raisin Almond,GV - GRAB & GO,Yellow,False,True,False,2.3017,0.00675,0.00694,0.67,24.46,230.17,0.68,67,2446,0.69
R-13172,G&G|Cup|Oats|Asst,GV - GRAB & GO,Yellow,False,True,False,2.3017,0.00675,0.00347,0.67,24.46,230.17,0.68,67,2446,0.35
R-48469,G&G|Cup|Pineapple Ring Dried,GV - GRAB & GO,Green,False,False,True,192.205,0.767,0.5902,88.02,1373.23,81.24,0.32,37.2,580.43,0.25
R-49560,G&G|Cup|Raw Energy Mix,GV - GRAB & GO,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-49421,G&G|Cup|Strawberries Dried,GV - GRAB & GO,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-48468,G&G|Cup|Yogurt Raisins,GV - GRAB & GO,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-49932,G&G|Cupcake|Red Velvet (4),GV - GRAB & GO,Yellow,False,True,False,6.09,0.0592,0.01956,1.68,51.29,152.25,1.48,42,1282.25,0.49
R-49931,G&G|Cupcake|Vanilla Bean (4),GV - GRAB & GO,Yellow,False,True,False,6.09,0.0592,0.01956,1.68,51.29,152.25,1.48,42,1282.25,0.49
R-56092,G&G|Cutlet|Turkey (2 pc),GV - GRAB & GO,Red,True,False,False,985.5104,26.1632,2.57824,82.95,74.7,439.96,11.68,37.03,33.35,1.15
R-54463,G&G|Danish Asst|Mini (4),GV - GRAB & GO,Yellow,False,True,False,6.09,0.0592,0.01956,1.68,51.29,152.25,1.48,42,1282.25,0.49
R-48482,G&G|Donut|Chocolate|Package,GV - GRAB & GO,Yellow,False,True,False,21.315,0.2072,0.06846,5.87,179.5,152.25,1.48,41.93,1282.14,0.49
R-48484,G&G|Donut|Glazed|Package,GV - GRAB & GO,Yellow,False,True,False,21.315,0.2072,0.06846,5.87,179.5,152.25,1.48,41.93,1282.14,0.49
R-48483,G&G|Donut|Powdered|Package,GV - GRAB & GO,Yellow,False,True,False,24.36,0.2368,0.07824,6.71,205.15,152.25,1.48,41.94,1282.19,0.49
R-38030,G&G|Egg Hard Boiled,GV - GRAB & GO,Red,True,False,False,3.6615,0.0612,0.00684,0.63,18.62,366.15,6.12,63,1862,0.68
R-53621,G&G|Empanada (2ea),SPECIALS,Green,False,False,True,408.2527357,4.006542088,1.012613973,106.13,2962.23,91.95,0.9,23.9,667.17,0.23
R-41292,G&G|Energy Ball|Choco Peanut,GV - GRAB & GO,Yellow,False,True,False,1.5225,0.0148,0.00489,0.42,12.82,152.25,1.48,42,1282,0.49
R-41293,G&G|Energy Ball|Coconut Macada,GV - GRAB & GO,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-41296,G&G|Energy Ball|Peanut Blast,GV - GRAB & GO,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-49351,G&G|Fudge|Chocolate,GV - GRAB & GO,Green,False,False,True,1.6414,0.0,0.00239,0.01,0.07,164.14,0,1,7,0.24
R-49352,G&G|Fudge|Vanilla Swirl,GV - GRAB & GO,Green,False,False,True,1.6414,0.0,0.00239,0.01,0.07,164.14,0,1,7,0.24
R-42302,G&G|Gelato|Bar Asst,GV - GRAB & GO,Yellow,False,True,False,4.0163,0.0162,0.00369,0.02,17.6,401.63,1.62,2,1760,0.37
R-42303,G&G|Gelato|Bliss Bar Asst,GV - GRAB & GO,Yellow,False,True,False,4.0163,0.0162,0.00369,0.02,17.6,401.63,1.62,2,1760,0.37
R-41589,G&G|Gelato|Calipops Asst,GV - GRAB & GO,Yellow,False,True,False,4.0163,0.0162,0.00369,0.02,17.6,401.63,1.62,2,1760,0.37
R-42301,G&G|Gelato|Cono Pallo,GV - GRAB & GO,Yellow,False,True,False,4.0163,0.0162,0.00369,0.02,17.6,401.63,1.62,2,1760,0.37
R-42305,G&G|Gelato|Cups,GV - GRAB & GO,Yellow,False,True,False,4.0163,0.0162,0.00369,0.02,17.6,401.63,1.62,2,1760,0.37
R-42304,G&G|Gelato|Sandwich  Asst,GV - GRAB & GO,Yellow,False,True,False,4.0163,0.0162,0.00369,0.02,17.6,401.63,1.62,2,1760,0.37
R-64336,G&G|Gouda Bombs (3)|HC,GV - GRAB & GO,Red,True,False,False,758.4978,7.9421625,0.8904075,132.74,6849.42,891.04,9.33,155.94,8046.31,1.05
R-56476,G&G|Ham Plate|Tv Dinner,GV - GRAB & GO,Red,True,False,False,1230.973237,14.85265629,2.461923731,287.66,6079.36,397.09,4.79,92.79,1961.08,0.79
R-58209,G&G|HMR|Paneer Cauliflower ,PRODUCTION FOOD,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-58211,G&G|HMR|Spaghetti Meatball,PRODUCTION FOOD,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-39818,G&G|Homestyle|Brownie 2-Bite ,GV - GRAB & GO,Yellow,False,True,False,1.5225,0.0148,0.00489,0.42,12.82,152.25,1.48,42,1282,0.49
R-41894,G&G|Homestyle|Macaroon 2-Bite,GV - GRAB & GO,Yellow,False,True,False,1.5225,0.0148,0.00489,0.42,12.82,152.25,1.48,42,1282,0.49
R-41893,G&G|Homestyle|Macaroon Choc ,GV - GRAB & GO,Yellow,False,True,False,1.5225,0.0148,0.00489,0.42,12.82,152.25,1.48,42,1282,0.49
R-54465,G&G|Jamaican Patty|Mild,GV - GRAB & GO,Red,True,False,False,8186.5674,65.241,25.0371,332.09,12139.18,4134.63,32.95,167.72,6130.9,12.65
R-54464,G&G|Jamaican Patty|Spicy,GV - GRAB & GO,Red,True,False,False,7979.8359,63.5935,24.40485,323.7,11832.64,4134.63,32.95,167.72,6130.9,12.64
R-59344,G&G|JB|butter chicken,GV - GRAB & GO,Yellow,False,True,False,1506.905246,14.87087462,2.512678779,149.74,4285.7,374.39,3.69,37.2,1064.77,0.62
R-65508,G&G|JB|Palak Paneer,GV - GRAB & GO,Red,True,False,False,1349.892444,12.84693224,1.631391474,293.86,10486.06,335.38,3.19,73.01,2605.23,0.41
R-56010,G&G|Lamontagne|Almond,GV - GRAB & GO,Red,True,False,False,1482.117088,0.3827196,9.77494208,3.53,31.23,1045.6,0.27,2.49,22.03,6.9
R-55996,G&G|Lamontagne|Cafe Almond,GV - GRAB & GO,Red,True,False,False,244.2678,0.6954,0.39444,103.93,7373.77,428.54,1.22,182.33,12936.44,0.69
R-56011,G&G|Lamontagne|Coconut,GV - GRAB & GO,Red,True,False,False,595.992,0.1539,3.93072,1.42,12.56,1045.6,0.27,2.49,22.04,6.9
R-56001,G&G|Lamontagne|Cranberry,GV - GRAB & GO,Red,True,False,False,595.992,0.1539,3.93072,1.42,12.56,1045.6,0.27,2.49,22.04,6.9
R-56003,G&G|Lamontagne|Pistachio,GV - GRAB & GO,Red,True,False,False,595.992,0.1539,3.93072,1.42,12.56,1045.6,0.27,2.49,22.04,6.9
R-56002,G&G|Lamontagne|Raisin,GV - GRAB & GO,Red,True,False,False,595.992,0.1539,3.93072,1.42,12.56,1045.6,0.27,2.49,22.04,6.9
R-54672,G&G|Lasagna Meat|Package,GV - GRAB & GO,Red,True,False,False,1932.923004,16.51996671,5.141496671,145.12,6312.39,998.59,8.53,74.97,3261.12,2.66
R-54673,G&G|Lasagna Vegetable|Package,GV - GRAB & GO,Yellow,False,True,False,705.9112578,7.224269951,1.086386652,113.58,5523.13,282.36,2.89,45.43,2209.25,0.43
R-54763,G&G|Mac & Cheese|Packaged,GV - GRAB & GO,Green,False,False,True,284.3032584,2.855293083,0.593674445,61.88,2467.31,79.6,0.8,17.33,690.85,0.17
R-49027,G&G|Macarons (4),GV - GRAB & GO,Yellow,False,True,False,6.09,0.0592,0.01956,1.68,51.29,152.25,1.48,42,1282.25,0.49
R-49122,G&G|Macarons (8),GV - GRAB & GO,Yellow,False,True,False,12.18,0.1184,0.03912,3.35,102.57,152.25,1.48,41.88,1282.12,0.49
R-54671,G&G|Meatball & Spaghetti|Pack,GV - GRAB & GO,Red,True,False,False,1621.595547,19.84083774,3.305725991,293.55,9977.38,364.29,4.46,65.95,2241.41,0.74
R-54797,G&G|Mini Choco Cake 1|Uncle ED,GV - GRAB & GO,Green,False,False,True,16.04390056,0.164286364,0.030932,2.45,85.25,57.3,0.59,8.75,304.46,0.11
R-54798,G&G|Mini Choco Cake 6|Uncle Ed,GV - GRAB & GO,Green,False,False,True,96.26340334,0.985718186,0.0,14.69,511.48,57.3,0.59,8.74,304.45,0
R-54320,G&G|Mix Peanut Butter ChoclDIY,GV - GRAB & GO,Green,False,False,True,0.0,0.0,0.0,1.0,1.0,0,0,0.1,0.1,0
R-54789,G&G|Muffin|English,FOOD,Yellow,False,True,False,114.1875285,1.110000278,0.366750092,31.44,961.63,152.25,1.48,41.92,1282.17,0.49
R-20319,G&G|Muffin|English,GV - GRAB & GO,Yellow,False,True,False,1.5225,0.0148,0.00489,0.42,12.82,152.25,1.48,42,1282,0.49
R-64433,G&G|Nutella Brownie|UncleED,GV - GRAB & GO,Red,True,False,False,793.3504398,3.11506231,3.64321982,34.81,1387.85,1586.7,6.23,69.62,2775.7,7.29
R-56303,G&G|Pack|Cereal|Kellogg's Fun,GV - GRAB & GO,Green,False,False,True,1.4785,0.0059,0.00454,0.68,10.56,147.85,0.59,68,1056,0.45
R-48912,G&G|Parfait Rasp Cheescake,GV - GRAB & GO,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-64388,G&G|Pizza Pretzel|HC,GV - DESSERT,Yellow,False,True,False,1.5225,0.0148,0.00489,0.42,12.82,152.25,1.48,42,1282,0.49
R-56091,"G&G|Pizza|6"" Asst",GV - GRAB & GO,Red,True,False,False,1669.607028,21.441111,3.2168442,304.09,10497.2,961.37,12.35,175.1,6044.34,1.85
R-54459,G&G|Popcorn|Butter Sea Salt,GV - GRAB & GO,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-54458,G&G|Popcorn|Dill Pickle,GV - GRAB & GO,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-54460,G&G|Popcorn|Sea Salt,GV - GRAB & GO,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-54461,G&G|Popcorn|White Cheddar,GV - GRAB & GO,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-45983,G&G|Pot|Beans & Corn,PRODUCTION FOOD,Green,False,False,True,1.6776,0.0059,0.01295,0.0,0.0,167.76,0.59,0,0,1.3
R-33937,G&G|Pot|Blueberry Chia,PRODUCTION FOOD,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-45938,G&G|Pot|Chia Matcha ,PRODUCTION FOOD,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-66134,G&G|Pot|Chia Pudding|Lemon Cur,PRODUCTION FOOD,Red,True,False,False,878.507,2.501,1.4186,373.78,26519.68,428.54,1.22,182.33,12936.43,0.69
R-38984,G&G|Pot|Classic Hummus (Vegan),PRODUCTION FOOD,Green,False,False,True,1.6776,0.0059,0.01295,0.0,0.0,167.76,0.59,0,0,1.3
R-47007,G&G|Pot|Crudite|Chipotle Humus,PRODUCTION FOOD,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-50345,G&G|Pot|Crudite|Ranch Dressing,PRODUCTION FOOD,Green,False,False,True,0.5029,0.0079,0.00119,0.08,2.94,50.29,0.79,8,294,0.12
R-54313,G&G|Pot|Eggnog Chia,PRODUCTION FOOD,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-67343,G&G|Pot|Key Lime Chia,PRODUCTION FOOD,Red,True,False,False,1945.5716,5.5388,3.14168,827.78,58731.39,428.54,1.22,182.33,12936.43,0.69
R-45940,G&G|Pot|Mediterranean Salad,PRODUCTION FOOD,Green,False,False,True,0.5029,0.0079,0.00119,0.08,2.94,50.29,0.79,8,294,0.12
R-45939,G&G|Pot|Over night Quinoa,PRODUCTION FOOD,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-38096,G&G|Pot|Overnight Oats,PRODUCTION FOOD,Yellow,False,True,False,2.3017,0.00675,0.00694,0.67,24.46,230.17,0.68,67,2446,0.69
R-37723,G&G|Pot|Pudding Chia,PRODUCTION FOOD,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-66133,G&G|Pot|Pudding Mango,PRODUCTION FOOD,Green,False,False,True,0.4306,0.0027,0.00071,0.0,0.0,43.06,0.27,0,0,0.07
R-47008,G&G|Pot|Pumpkin Pie Chia,PRODUCTION FOOD,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-33924,G&G|Pot|Salted Caramel Parfait,PRODUCTION FOOD,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-52646,G&G|Pot|Seasonal Berry Yogurt,PRODUCTION FOOD,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-65467,G&G|Pot|Seasonal Fruit Cup,PRODUCTION FOOD,Green,False,False,True,0.4306,0.0027,0.00071,0.0,0.0,43.06,0.27,0,0,0.07
R-37733,G&G|Pot|Tropical Fruit.,PRODUCTION FOOD,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-47011,G&G|Pot|Tropical Yogurt,PRODUCTION FOOD,Yellow,False,True,False,2.9782,0.02607,0.00226,0.26,13.0,297.82,2.61,26,1300,0.23
R-55089,G&G|Pot|Valentines Chia,PRODUCTION FOOD,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-49818,G&G|Pot|Wild Berry Parfait,PRODUCTION FOOD,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-46442,G&G|Pot|Wild Berry Yogurt,PRODUCTION FOOD,Yellow,False,True,False,2.9782,0.02607,0.00226,0.26,13.0,297.82,2.61,26,1300,0.23
R-65544,G&G|Potstickers (6),GV - GRAB & GO,Green,False,False,True,6.0762,0.4731,0.0,2.72,115.38,9.21,0.72,4.12,174.82,0
R-48486,G&G|Pretzel|Chocolate Caramel,GV - GRAB & GO,Yellow,False,True,False,1.5225,0.0148,0.00489,0.42,12.82,152.25,1.48,42,1282,0.49
R-55998,G&G|Protein|Pork Cutlet,GV - GRAB & GO,Red,True,False,False,1130.622783,15.29493694,2.417300604,208.28,6241.8,779.74,10.55,143.64,4304.69,1.67
R-56041,G&G|Pudding|Hunts Chocolate,GV - GRAB & GO,Red,True,False,False,2070.288,0.5346,13.65408,4.93,43.62,1045.6,0.27,2.49,22.03,6.9
R-56014,G&G|Pudding|Hunts Vanilla,GV - GRAB & GO,Green,False,False,True,1.6414,0.0,0.00239,0.01,0.07,164.14,0,1,7,0.24
R-54859,G&G|Quiche Breakfast|Asst,GV - GRAB & GO,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-51179,G&G|Roast beef|Tv Dinner,GV - GRAB & GO,Red,True,False,False,6611.668765,52.05126467,20.59599305,262.26,9579.13,2132.8,16.79,84.6,3090.04,6.64
R-54764,G&G|Rotini & Veggie Pesto,GV - GRAB & GO,Green,False,False,True,329.9298236,3.16564997,1.107543245,52.24,1755.13,85.7,0.82,13.57,455.88,0.29
R-55319,G&G|Rotini Veggie SunDry Pesto,GV - GRAB & GO,Green,False,False,True,337.9696815,3.706064618,1.047488392,64.79,2151.51,74.28,0.81,14.24,472.86,0.23
R-54251,G&G|Salad Asian|D19,SPECIALS,Green,False,False,True,201.7126188,1.45685625,0.398688438,38.83,2483.68,115.26,0.83,22.19,1419.25,0.23
R-37735,G&G|Salad|Caesar Kale,PRODUCTION FOOD,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-38022,G&G|Salad|Caesar Kale Chicken,PRODUCTION FOOD,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-55972,G&G|Salad|Caprese,GV - GRAB & GO,Red,True,False,False,451.4156889,4.188761111,0.675901111,68.08,3567.83,442.56,4.11,66.75,3497.87,0.66
R-52644,G&G|Salad|Cobb Chicken,PRODUCTION FOOD,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-52643,G&G|Salad|Cobb Vegetarian,PRODUCTION FOOD,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-52648,G&G|Salad|Crunchy Kale,PRODUCTION FOOD,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-52649,G&G|Salad|Crunchy Kale Salmon,PRODUCTION FOOD,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-38105,G&G|Salad|Fiesta Chicken,PRODUCTION FOOD,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-38097,G&G|Salad|Fiesta Ensalada,PRODUCTION FOOD,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-37740,G&G|Salad|Med Chickpea Chicken,PRODUCTION FOOD,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-52669,G&G|Salad|Med Chickpea Salmon,PRODUCTION FOOD,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-37736,G&G|Salad|Mediterran Chickpea,PRODUCTION FOOD,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-37737,G&G|Salad|Nicoise Tofu,PRODUCTION FOOD,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-56347,G&G|Salad|Pasta,GV - GRAB & GO,Yellow,False,True,False,592.5072045,2.465639794,2.491740365,44.61,1386.76,261.02,1.09,19.65,610.91,1.1
R-56294,G&G|Salad|Wakame,GV - GRAB & GO,Green,False,False,True,126.049295,1.229485,0.24543075,35.16,2149.61,90.04,0.88,25.11,1535.44,0.18
R-56392,G&G|Salmon|Tv Dinner,GV - GRAB & GO,Yellow,False,True,False,989.7826777,11.66645682,1.469053923,342.92,1912.97,341.3,4.02,118.25,659.64,0.51
R-37728,G&G|Sand|Bacon Cheddar Tomato,PRODUCTION FOOD,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-37732,G&G|Sand|Cheese & Ham,PRODUCTION FOOD,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-37730,G&G|Sand|Cranchier Chicken,PRODUCTION FOOD,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-37738,G&G|Sand|Egg Salad Russian,PRODUCTION FOOD,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-65798,G&G|Sand|Egg Salad Russian.,PRODUCTION FOOD,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-37731,G&G|Sand|Falafel Casata,PRODUCTION FOOD,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-37729,G&G|Sand|Salmon Salad.,PRODUCTION FOOD,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-64335,G&G|Sausage Roll|HC,GV - GRAB & GO,Red,True,False,False,747.194,10.0928,1.59752,137.58,4122.45,983.15,13.28,181.03,5424.28,2.1
R-67302,G&G|Smoke Tofu Risotto|Ed,GRAB AND GO,Green,False,False,True,764.176347,4.283306612,1.922785195,62.24,2291.77,195.94,1.1,15.96,587.63,0.49
R-56305,G&G|Snack|Clover|Hummus,GV - GRAB & GO,Green,False,False,True,1.6776,0.0059,0.01295,0.0,0.0,167.76,0.59,0,0,1.3
R-56038,G&G|Snack|Goldfish|Cheddar,GV - GRAB & GO,Yellow,False,True,False,1.5225,0.0148,0.00489,0.42,12.82,152.25,1.48,42,1282,0.49
R-56039,G&G|Snack|Goldfish|Original,GV - GRAB & GO,Yellow,False,True,False,1.5225,0.0148,0.00489,0.42,12.82,152.25,1.48,42,1282,0.49
R-56318,G&G|Snack|Jerky|Hot Sweet,GV - GRAB & GO,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
